Price,Estimated owners,Positive,Negative,Genres,Owners_clean,Total_reviews,Review_score
0,1,129,27,"Casual,Indie",1,156,0.8269230769230769
70,242,11342,2155,Action,242,13497,0.8403348892346447
0,3,150,59,"Action,Indie",3,209,0.7177033492822966
0,1,1,0,"Indie,Racing,Simulation,Sports",1,1,1.0
0,7,57,24,"Animation & Modeling,Design & Illustration",7,81,0.7037037037037037
35,3,78,28,"Action,Adventure,Racing",3,106,0.7358490566037735
66,11,974,414,"Casual,Indie,Simulation",11,1388,0.7017291066282421
75,3,295,149,"Indie,Strategy",3,444,0.6644144144144144
0,1,2,0,"Casual,Indie",1,2,1.0
0,26,423,28,"Casual,Indie,Strategy",26,451,0.9379157427937915
85,3,228,25,"Action,Adventure,Casual,Indie,Simulation",3,253,0.9011857707509882
55,29,2819,65,"Action,Adventure,Indie",29,2884,0.9774618585298197
50,2,39,13,"Casual,Indie,Simulation",2,52,0.75
0,12,3943,3317,Strategy,12,7260,0.5431129476584022
85,91,8934,1788,Simulation,91,10722,0.8332400671516508
86,23,4690,664,"Action,Adventure",23,5354,0.8759805752708255
85,14,495,169,"Action,Adventure,Racing,Simulation,Sports",14,664,0.7454819277108434
0,4,1848,275,"Action,Indie",4,2123,0.8704663212435233
72,6,1028,1016,"Adventure,Casual,Indie,RPG,Simulation,Strategy",6,2044,0.50293542074364
60,22,684,87,"Action,Adventure",22,771,0.8871595330739299
83,3,160,52,"Action,Adventure,Indie",3,212,0.7547169811320755
80,14,2738,755,"Action,Indie,Massively Multiplayer,Racing,Simulation",14,3493,0.7838534211279702
45,105,5842,548,"Action,Adventure",105,6390,0.9142410015649453
0,95,10879,3974,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Free To Play",95,14853,0.7324446239816872
50,1,210,11,Indie,1,221,0.9502262443438914
0,1,9,0,"Indie,Strategy",1,9,1.0
0,30,296,118,"Action,Adventure",30,414,0.714975845410628
50,6,176,2,"Casual,Indie",6,178,0.9887640449438202
87,2,868,479,Adventure,2,1347,0.6443949517446177
50,1,19,9,"Action,Adventure,Indie",1,28,0.6785714285714286
20,8,1223,49,"Adventure,Casual,Indie",8,1272,0.9614779874213837
50,95,7128,586,"Casual,RPG,Strategy",95,7714,0.9240342234897588
80,1,887,73,"Action,Indie",1,960,0.9239583333333333
0,27,861,376,"Casual,Simulation,Strategy",27,1237,0.6960388035569928
0,16,133,25,"Adventure,Indie,RPG,Simulation,Early Access",16,158,0.8417721518987342
0,1,256,36,"RPG,Simulation",1,292,0.8767123287671232
30,3,465,105,"Adventure,Simulation,Strategy",3,570,0.8157894736842105
70,364,3549,1243,"Action,Adventure",364,4792,0.7406093489148581
0,3,56,9,Simulation,3,65,0.8615384615384616
86,1,171,57,"Action,Casual,Indie",1,228,0.75
80,10,1281,72,"Action,Adventure,Indie",10,1353,0.9467849223946785
0,1,292,8,"Indie,Simulation,Strategy",1,300,0.9733333333333334
70,1,438,114,Action,1,552,0.7934782608695652
75,4,405,78,"Action,Racing,Sports",4,483,0.8385093167701864
0,3,764,698,"Adventure,Free To Play,Indie",3,1462,0.5225718194254446
75,1,555,44,Indie,1,599,0.9265442404006677
0,1,59,20,"Free To Play,Simulation",1,79,0.7468354430379747
35,1,140,1,Indie,1,141,0.9929078014184397
82,1,326,202,"Adventure,Casual,Simulation",1,528,0.6174242424242424
80,1,42,1,Simulation,1,43,0.9767441860465116
50,7,261,45,"Indie,Simulation,Strategy",7,306,0.8529411764705882
0,2,175,4,Action,2,179,0.9776536312849162
0,12,4040,506,"Action,Adventure",12,4546,0.8886933567971843
0,1,773,89,Indie,1,862,0.8967517401392111
0,2,1109,192,"Action,Indie",2,1301,0.8524212144504227
55,10,605,131,"Indie,Racing,Strategy",10,736,0.8220108695652174
0,18,2070,431,Action,18,2501,0.8276689324270292
70,1,20,9,"Adventure,Casual,Indie",1,29,0.6896551724137931
90,1,496,175,"Adventure,Casual,Indie,RPG,Strategy",1,671,0.7391952309985097
75,70,43128,1925,"Adventure,Indie",70,45053,0.957272545668435
0,34,992,93,"Casual,Indie,Simulation",34,1085,0.9142857142857143
65,1,49,9,"Adventure,Indie",1,58,0.8448275862068966
70,1,159,27,"Adventure,Casual,Indie,Simulation",1,186,0.8548387096774194
0,1,1793,201,"Action,Adventure,Indie,RPG,Simulation",1,1994,0.899197592778335
70,7,777,77,Indie,7,854,0.9098360655737705
75,1,1293,237,"Action,Adventure,Casual,Indie",1,1530,0.8450980392156863
60,1,148,36,"Casual,Indie,Strategy",1,184,0.8043478260869565
65,1,40,35,"Action,Adventure,RPG",1,75,0.5333333333333333
25,3,138,8,"Animation & Modeling,Design & Illustration,Software Training,Utilities,Game Development",3,146,0.9452054794520548
30,28,30,25,"Casual,Indie,Simulation",28,55,0.5454545454545454
0,1,69,10,"Adventure,Casual,Indie,RPG,Early Access",1,79,0.8734177215189873
30,45,129,28,"Action,Adventure,Casual,Indie,RPG,Early Access",45,157,0.821656050955414
0,1,45,16,"Action,Adventure,Casual,Indie,Massively Multiplayer,Simulation,Strategy,Early Access",1,61,0.7377049180327869
50,50,1708,1678,"Casual,Indie,Massively Multiplayer,Strategy",50,3386,0.5044300059066745
80,2,1745,680,"Adventure,Indie,Strategy",2,2425,0.7195876288659794
60,89,525,103,"Adventure,Indie,Strategy",89,628,0.8359872611464968
85,30,4071,723,"Action,Indie,Racing",30,4794,0.8491864831038799
0,4,204,25,"Action,Adventure,Casual,Indie,RPG",4,229,0.8908296943231441
50,1,15,4,Action,1,19,0.7894736842105263
0,2,1785,235,"Free To Play,Indie",2,2020,0.8836633663366337
0,13,5227,730,"Action,Indie,Free To Play",13,5957,0.8774550948463992
60,47,3508,919,RPG,47,4427,0.7924102100745426
90,1,71,81,"Indie,RPG,Strategy",1,152,0.46710526315789475
0,1,8,4,"Casual,Simulation,Strategy",1,12,0.6666666666666666
0,5,26,3,Utilities,5,29,0.896551724137931
0,6,157,90,"Audio Production,Video Production",6,247,0.6356275303643725
0,13,308,98,"RPG,Strategy",13,406,0.7586206896551724
80,1,296,66,"Adventure,Indie,RPG",1,362,0.8176795580110497
75,1,69,32,"Action,Simulation",1,101,0.6831683168316832
65,1,289,51,"Adventure,Casual,Indie",1,340,0.85
0,1,8,0,"Casual,Indie,Strategy",1,8,1.0
50,1,322,95,"Adventure,Casual,Indie,RPG,Strategy",1,417,0.7721822541966427
60,3,264,108,"Adventure,Casual,Indie",3,372,0.7096774193548387
0,1,46,0,"Adventure,Indie,RPG,Strategy",1,46,1.0
70,1,460,84,"Action,Adventure,Indie,RPG",1,544,0.8455882352941176
0,1,525,55,"Action,Indie",1,580,0.9051724137931034
30,1,10,2,Casual,1,12,0.8333333333333334
0,60,1015,163,Strategy,60,1178,0.8616298811544991
80,1,85,12,"Action,Adventure,Casual",1,97,0.8762886597938144
0,1,142,52,"Casual,Indie",1,194,0.7319587628865979
65,1,66,21,"Action,Casual,Indie",1,87,0.7586206896551724
60,5,22,0,"Action,Adventure,Casual,Indie,RPG,Strategy",5,22,1.0
90,2,803,367,"Adventure,Racing,Simulation,Sports",2,1170,0.6863247863247863
0,21,2998,1521,"Adventure,Indie,RPG,Strategy",21,4519,0.6634211108652357
70,1,94,17,"RPG,Strategy",1,111,0.8468468468468469
0,27,26,7,Strategy,27,33,0.7878787878787878
20,2,53,21,"Simulation,Early Access",2,74,0.7162162162162162
60,2,553,26,"Adventure,Casual,Indie",2,579,0.9550949913644214
0,2,516,123,"Indie,Strategy",2,639,0.8075117370892019
0,1,52,9,"Casual,Indie,RPG",1,61,0.8524590163934426
0,14,304,94,"Adventure,Massively Multiplayer,Simulation,Strategy,Free To Play",14,398,0.7638190954773869
20,1,63,12,"Adventure,Indie,Simulation",1,75,0.84
50,12,3324,225,"Action,Indie",12,3549,0.9366018596787827
0,1,2559,330,"Adventure,Free To Play,Indie",1,2889,0.885773624091381
30,41,266,70,"Action,Adventure,Indie",41,336,0.7916666666666666
50,96,307,72,"Action,Casual,Indie,Strategy",96,379,0.8100263852242744
0,1,109,2,Casual,1,111,0.9819819819819819
80,1,2,3,"Indie,Simulation,Sports,Strategy",1,5,0.4
0,1,61,3,"RPG,Free To Play",1,64,0.953125
0,2,14,14,"Indie,RPG,Simulation,Strategy",2,28,0.5
71,6,321,202,"Action,Adventure,RPG",6,523,0.6137667304015296
40,28,32796,1633,"Action,Adventure,Casual",28,34429,0.9525690551569898
50,2,29,7,"Adventure,Casual,Simulation,Strategy",2,36,0.8055555555555556
75,3,464,132,"Action,Adventure,Indie,RPG",3,596,0.7785234899328859
0,6,165,6,Casual,6,171,0.9649122807017544
0,1,1042,186,"Action,Adventure,Indie",1,1228,0.8485342019543974
80,2,3148,281,"Indie,RPG",2,3429,0.9180519101778944
0,5,711,82,"Action,Adventure,Indie,RPG,Strategy",5,793,0.8965952080706179
0,1,16,40,"Animation & Modeling,Design & Illustration,Utilities,Early Access",1,56,0.2857142857142857
50,698,29504,9077,"Action,Adventure,Indie,Massively Multiplayer",698,38581,0.7647287524947513
60,1,132,64,"Adventure,Indie",1,196,0.673469387755102
50,1,7,2,Action,1,9,0.7777777777777778
0,1,57,2,"Adventure,Casual,Indie",1,59,0.9661016949152542
0,1,250,147,Casual,1,397,0.6297229219143576
0,1,76,2,"Adventure,Indie,Simulation,Early Access",1,78,0.9743589743589743
15,1,25,1,"Adventure,Casual",1,26,0.9615384615384616
15,4,468,122,"Action,Adventure,Indie,RPG,Early Access",4,590,0.7932203389830509
0,2,11,3,"Casual,Simulation,Strategy",2,14,0.7857142857142857
0,3,529,169,"Adventure,Casual,Indie,Simulation,Strategy",3,698,0.7578796561604585
30,4,19,1,Action,4,20,0.95
0,5,127,25,"Action,Adventure,Casual,Indie,RPG,Simulation",5,152,0.8355263157894737
75,1,18,5,"Action,Adventure,Indie",1,23,0.782608695652174
90,1,4,8,"Casual,Indie",1,12,0.3333333333333333
0,1,2695,425,Adventure,1,3120,0.8637820512820513
0,1,32,6,"Adventure,Casual",1,38,0.8421052631578947
35,6,156,3,"Adventure,Indie,RPG,Strategy",6,159,0.9811320754716981
0,4,114,14,Casual,4,128,0.890625
0,1,47,26,Casual,1,73,0.6438356164383562
51,3,15,2,"Casual,Indie,Design & Illustration,Utilities",3,17,0.8823529411764706
80,2,52,10,RPG,2,62,0.8387096774193549
0,1,711,116,"Adventure,Indie",1,827,0.8597339782345829
75,3,1794,1022,"Action,Indie,Simulation,Strategy",3,2816,0.6370738636363636
0,1,376,63,"Adventure,Casual,Indie",1,439,0.856492027334852
50,6,235,96,Simulation,6,331,0.7099697885196374
94,4,1207,440,Simulation,4,1647,0.7328476017000607
0,53,1426,635,Utilities,53,2061,0.6918971373119844
50,38,2224,383,"Action,Casual,Indie",38,2607,0.8530878404296126
50,1,47,9,"Indie,RPG,Strategy",1,56,0.8392857142857143
65,1,164,30,"Indie,Simulation",1,194,0.845360824742268
0,6,132,32,"Design & Illustration,Education,Web Publishing,Game Development",6,164,0.8048780487804879
0,1,983,220,"Casual,Free To Play,Indie",1,1203,0.8171238570241064
50,5,264,1,"Casual,Indie",5,265,0.9962264150943396
0,4,31,1,"Casual,Simulation",4,32,0.96875
69,1,221,4,Adventure,1,225,0.9822222222222222
40,1,33,1,"Action,Adventure,Casual,Indie,Simulation",1,34,0.9705882352941176
75,929,23179,2186,Strategy,929,25365,0.9138182534989159
86,5,116,50,"Casual,Indie,Strategy",5,166,0.6987951807228916
30,10,2208,320,"Adventure,Indie,RPG,Simulation,Strategy",10,2528,0.8734177215189873
50,11,835,19,Indie,11,854,0.977751756440281
85,2,402,210,RPG,2,612,0.6568627450980392
0,17,79,43,Utilities,17,122,0.6475409836065574
0,8,6673,366,"Action,Indie,RPG",8,7039,0.948003977837761
80,8,16,6,"Casual,Indie,Strategy",8,22,0.7272727272727273
0,1,48,8,"Casual,Indie,Strategy",1,56,0.8571428571428571
0,1,22,9,"Action,Casual,Indie,Simulation,Strategy",1,31,0.7096774193548387
55,1,14,4,"Indie,RPG",1,18,0.7777777777777778
0,178,40267,20201,"Action,Adventure,RPG",178,60468,0.6659224713898261
75,1,1131,307,"Action,Adventure,Indie,RPG,Strategy",1,1438,0.786509040333797
80,3,1317,206,"Action,Indie",3,1523,0.8647406434668418
0,1,681,81,"Adventure,Indie,Simulation",1,762,0.8937007874015748
75,21,17531,435,"Adventure,Casual,Indie",21,17966,0.975787598797729
0,161,350,27,"Indie,Strategy",161,377,0.9283819628647215
79,1,122,118,"Casual,Indie,Simulation",1,240,0.5083333333333333
50,2,21,4,RPG,2,25,0.84
70,2060,11440,5372,"Action,Adventure,Indie,Massively Multiplayer,RPG",2060,16812,0.6804663335712586
80,14,1620,1795,Adventure,14,3415,0.4743777452415813
50,1,175,38,"Adventure,Casual,Simulation",1,213,0.8215962441314554
10,4,256,28,"Action,Adventure,Indie,Early Access",4,284,0.9014084507042254
0,1,21,2,Adventure,1,23,0.9130434782608695
30,24,216,60,"Simulation,Strategy,Early Access",24,276,0.782608695652174
85,648,44045,6403,"Action,Adventure",648,50448,0.8730772280367903
20,3,21,2,"Indie,Strategy",3,23,0.9130434782608695
90,1,30,15,"Casual,Indie,Racing,Sports",1,45,0.6666666666666666
0,19,2627,661,RPG,19,3288,0.7989659367396593
0,1,52,0,"Adventure,Indie,Simulation",1,52,1.0
55,30,3235,377,Strategy,30,3612,0.89562569213732
90,1,197,140,"Adventure,Casual,Indie,RPG,Simulation",1,337,0.5845697329376854
0,5,1992,250,"Action,Adventure",5,2242,0.8884924174843889
87,11,918,259,"Action,Indie,RPG,Simulation,Strategy",11,1177,0.7799490229396772
0,1,40,48,"Action,Adventure,Massively Multiplayer,RPG,Free To Play",1,88,0.45454545454545453
80,10,7421,956,"Action,Adventure,Indie",10,8377,0.8858779992837531
60,1,505,148,"Adventure,Indie",1,653,0.7733537519142419
85,2,402,392,"Action,RPG",2,794,0.5062972292191436
50,1,12,1,"Action,Casual,Indie,Simulation,Strategy",1,13,0.9230769230769231
50,101,686,175,"Casual,Simulation,Sports,Strategy",101,861,0.7967479674796748
92,1,121,58,"Action,Indie,Racing,Simulation",1,179,0.6759776536312849
50,1707,14901,3350,"RPG,Strategy",1707,18251,0.816448413785546
50,16,850,80,"Adventure,Casual,Indie,RPG",16,930,0.9139784946236559
60,6,458,20,"Indie,Simulation,Strategy",6,478,0.9581589958158996
0,2,75,11,"Indie,Simulation,Sports,Strategy",2,86,0.872093023255814
0,1,81,14,"Adventure,RPG",1,95,0.8526315789473684
0,2,29,1,Action,2,30,0.9666666666666667
40,1,164,3,"Adventure,Casual,Indie,RPG",1,167,0.9820359281437125
0,1,198,79,"Indie,Strategy",1,277,0.7148014440433214
50,4,947,992,"Action,Adventure,Indie,Early Access",4,1939,0.4883960804538422
0,17,171,77,"Animation & Modeling,Design & Illustration,Education,Software Training,Video Production,Web Publishing",17,248,0.6895161290322581
80,88,10879,11638,"Action,Simulation,Strategy",88,22517,0.48314606741573035
20,7,280,43,"Action,RPG,Early Access",7,323,0.8668730650154799
0,2,38,0,"Action,Indie",2,38,1.0
51,2,120,11,"Casual,Indie,Simulation",2,131,0.916030534351145
94,13,1198,605,"Action,Adventure,Casual,Indie,Simulation,Strategy",13,1803,0.6644481419855796
75,767,13816,1037,"Indie,Simulation,Strategy",767,14853,0.9301824547229516
65,2,858,901,"Indie,Simulation",2,1759,0.4877771461057419
70,2,7,1,"Adventure,Casual,Indie,Strategy",2,8,0.875
0,17,1872,281,Action,17,2153,0.8694844403158384
0,56,415,247,"Casual,Simulation,Free To Play",56,662,0.6268882175226587
65,2,207,22,"Adventure,RPG",2,229,0.9039301310043668
35,17,367,117,"Simulation,Early Access",17,484,0.7582644628099173
0,1,11,7,"Utilities,Video Production",1,18,0.6111111111111112
40,69,5376,90,Adventure,69,5466,0.9835345773874863
0,1,23,4,"Adventure,Casual,Free To Play",1,27,0.8518518518518519
50,16,749,58,"RPG,Simulation,Strategy,Early Access",16,807,0.9281288723667905
0,25,1376,79,"Action,Adventure,Indie,RPG",25,1455,0.9457044673539519
50,5,767,126,"Action,Casual,Indie",5,893,0.858902575587906
80,1,492,159,"Action,Indie,Strategy",1,651,0.7557603686635944
0,1510,63756,7467,"Adventure,Casual,Massively Multiplayer,Free To Play",1510,71223,0.8951602712606883
30,1,40,1,RPG,1,41,0.975609756097561
85,4,482,82,Strategy,4,564,0.8546099290780141
0,2,570,37,"Casual,Indie",2,607,0.9390444810543658
30,1,23,2,"Action,Indie",1,25,0.92
30,1,29,2,"Adventure,Indie,RPG",1,31,0.9354838709677419
80,42,10320,6086,Action,42,16406,0.6290381567719127
0,2,611,197,Adventure,2,808,0.7561881188118812
0,1,32,3,"Action,Adventure,Indie",1,35,0.9142857142857143
80,87,15867,1069,Action,87,16936,0.9368800188946622
0,1,24,31,"Sexual Content,Casual,Indie",1,55,0.43636363636363634
65,10,1372,382,"Action,Casual,Indie,Strategy",10,1754,0.7822120866590649
0,11,1965,990,"Action,Adventure",11,2955,0.6649746192893401
0,647,18844,7957,"Action,Indie,Massively Multiplayer,RPG,Free To Play",647,26801,0.7031080929816051
35,1,9,0,"Action,Casual,Indie",1,9,1.0
80,56,16041,1113,"Action,Indie",56,17154,0.935117173837006
85,8,549,174,"Racing,Simulation,Sports",8,723,0.7593360995850622
80,10,1585,631,"Adventure,Casual,Indie",10,2216,0.7152527075812274
10,1,202,15,"Adventure,Indie,RPG,Early Access",1,217,0.9308755760368663
70,32112,305168,36982,"Simulation,Strategy",32112,342150,0.8919129036972089
30,11,26,2,RPG,11,28,0.9285714285714286
80,18,1395,51,Adventure,18,1446,0.9647302904564315
0,382,5692,2092,"Action,Casual,RPG,Strategy,Free To Play",382,7784,0.7312435765673175
80,1,33,1,"Action,Adventure,Indie,Racing",1,34,0.9705882352941176
67,11,7336,1365,"Action,Adventure",11,8701,0.8431214802896219
0,3,150,20,"Casual,Indie,Simulation,Strategy",3,170,0.8823529411764706
90,1,210,60,Adventure,1,270,0.7777777777777778
0,20,255,82,"Free To Play,Simulation,Sports,Strategy",20,337,0.7566765578635015
0,1,64,51,"Action,Free To Play,Indie,Racing,Strategy",1,115,0.5565217391304348
0,186,10302,181,"Indie,Simulation,Free To Play",186,10483,0.9827339502050939
35,1,786,162,"Adventure,Casual,Indie,Racing,Simulation,Sports",1,948,0.8291139240506329
0,1,477,35,"Adventure,Indie",1,512,0.931640625
0,1,18,3,"Indie,Simulation",1,21,0.8571428571428571
88,7,2391,322,Action,7,2713,0.8813122005160339
0,7,30,9,"Casual,Indie,Simulation,Early Access",7,39,0.7692307692307693
60,1,134,14,Adventure,1,148,0.9054054054054054
50,2,608,4,"Action,Adventure,Casual,Indie",2,612,0.9934640522875817
0,5,1988,239,"Action,Indie,RPG,Free To Play,Early Access",5,2227,0.8926807364167041
33,79,3252,369,Action,79,3621,0.8980944490472246
0,2,15,10,Strategy,2,25,0.6
75,3,1379,54,Indie,3,1433,0.9623168178646196
0,3,1175,141,"Indie,Strategy",3,1316,0.8928571428571429
0,5,291,57,"Casual,Indie,Strategy",5,348,0.8362068965517241
90,8796,89334,33215,RPG,8796,122549,0.728965556634489
0,4,4293,1692,"Action,Indie,Strategy",4,5985,0.7172932330827068
0,1,3,1,"Animation & Modeling,Audio Production,Utilities,Video Production",1,4,0.75
29,1,494,164,"Adventure,Casual,Indie,RPG,Simulation,Strategy",1,658,0.7507598784194529
0,2,34,133,"Simulation,Sports,Strategy",2,167,0.20359281437125748
0,2,6807,215,"Adventure,Casual,Free To Play,Indie",2,7022,0.9693819424665338
60,1,114,17,Adventure,1,131,0.8702290076335878
65,39,12334,2963,"Action,Adventure",39,15297,0.8063018892593319
85,3,817,31,"Adventure,Casual,Indie",3,848,0.9634433962264151
70,3,166,23,"Adventure,Casual,Indie,Strategy",3,189,0.8783068783068783
40,11,50,4,"Casual,Indie,RPG,Simulation",11,54,0.9259259259259259
0,3,288,103,"Action,Adventure,Casual,Racing,Simulation,Sports,Free To Play",3,391,0.7365728900255755
80,357,10640,1311,Action,357,11951,0.890302066772655
0,2,87,17,Strategy,2,104,0.8365384615384616
0,12,308,38,Massively Multiplayer,12,346,0.8901734104046243
0,1,84,5,"Action,Casual,Simulation",1,89,0.9438202247191011
0,1,25,1,"Indie,Strategy",1,26,0.9615384615384616
0,1,78,29,Casual,1,107,0.7289719626168224
0,122,2068,767,"Massively Multiplayer,RPG,Free To Play",122,2835,0.7294532627865962
35,69,514,225,"Action,Adventure,Indie",69,739,0.6955345060893099
60,422,12461,1075,"Casual,Indie",422,13536,0.9205821513002365
0,7,26,0,Utilities,7,26,1.0
20,343,4214,464,"Action,Adventure,Indie,RPG,Early Access",343,4678,0.9008123129542539
0,1,18,6,"Casual,Indie,Simulation",1,24,0.75
0,30,7152,586,"Action,Adventure,RPG",30,7738,0.9242698371672267
35,66,404,39,"Indie,Simulation,Strategy",66,443,0.9119638826185101
40,2,60,35,"Action,Adventure,Indie",2,95,0.631578947368421
75,1,176,98,"Action,Adventure",1,274,0.6423357664233577
60,8535,83704,28411,"Action,Adventure,Indie,Massively Multiplayer",8535,112115,0.7465905543415243
85,30,6106,922,"Adventure,Casual,Indie,Simulation,Strategy",30,7028,0.8688104723961297
30,49,5189,118,"Casual,Indie,Simulation,Strategy",49,5307,0.9777652157527793
75,1,373,75,"Adventure,Indie",1,448,0.8325892857142857
35,3,25,2,"Adventure,Casual,Indie",3,27,0.9259259259259259
50,4,430,118,"Adventure,Indie,Simulation",4,548,0.7846715328467153
50,1,12,4,"Adventure,Casual",1,16,0.75
20,1,10,1,"Adventure,Casual,Indie",1,11,0.9090909090909091
0,2,698,111,"Action,Indie,Free To Play",2,809,0.8627935723114957
30,32,298,11,"Casual,Indie,Strategy",32,309,0.9644012944983819
69,2,471,47,"Adventure,Casual",2,518,0.9092664092664092
0,1,399,79,"Casual,Indie,Racing",1,478,0.8347280334728033
92,2,99,14,"Action,Indie",2,113,0.8761061946902655
75,9,2421,632,"RPG,Strategy",9,3053,0.7929905011464133
50,1,494,48,"Action,Indie,Early Access",1,542,0.9114391143911439
75,107,27949,2035,"Action,Adventure",107,29984,0.932130469583778
88,180,12368,1141,Strategy,180,13509,0.9155377896217337
0,1,32,2,"Casual,Indie,Racing,Simulation,Sports",1,34,0.9411764705882353
0,29,2178,636,"Action,Casual,Strategy,Free To Play",29,2814,0.7739872068230277
45,3,560,77,"Indie,RPG,Simulation,Strategy,Early Access",3,637,0.8791208791208791
40,6,1401,90,"Action,Adventure,Indie",6,1491,0.9396378269617707
75,87,13991,1943,"Action,Adventure,RPG",87,15934,0.8780594954186017
50,1,930,52,RPG,1,982,0.9470468431771895
95,1,13,2,"Action,Adventure,Casual,Simulation,Sports",1,15,0.8666666666666667
80,13,3506,317,"Action,Indie,Strategy",13,3823,0.9170808265759874
85,182,17426,1243,"Action,Casual,Indie",182,18669,0.9334190369061011
75,165,14195,1932,"Action,Indie",165,16127,0.8802009053140696
40,379,13766,5280,"Action,Early Access",379,19046,0.7227764359970598
80,1,33,13,"Simulation,Sports",1,46,0.717391304347826
70,1,18,8,"Action,Adventure,Indie",1,26,0.6923076923076923
0,22,6120,5577,"Action,Adventure,Casual,Indie,Free To Play",22,11697,0.523211079764042
60,1,52,8,"Adventure,Casual,Indie",1,60,0.8666666666666667
50,2578,12942,3211,"Action,Adventure",2578,16153,0.8012133968922182
75,32,9617,522,"Action,Casual,Indie,Simulation,Strategy",32,10139,0.948515632705395
0,1,23,1,"Adventure,Casual,Indie,RPG",1,24,0.9583333333333334
0,1,8,5,Casual,1,13,0.6153846153846154
75,1,198,32,Casual,1,230,0.8608695652173913
75,66,7602,1136,Action,66,8738,0.8699931334401465
75,3,590,38,"Action,Adventure,RPG",3,628,0.9394904458598726
90,33,2873,785,"Action,Adventure",33,3658,0.7854018589393111
0,4,2213,127,"Casual,Free To Play,Indie",4,2340,0.9457264957264957
0,1,16,7,"Adventure,Casual,Indie,RPG",1,23,0.6956521739130435
25,201,1919,36,"Adventure,Indie,Strategy",201,1955,0.9815856777493606
0,2,30,20,Strategy,2,50,0.6
0,6,1283,463,"Action,Adventure,RPG",6,1746,0.7348224513172967
0,5,321,20,"Action,Indie",5,341,0.9413489736070382
66,1,187,59,"Action,Casual,Indie",1,246,0.7601626016260162
90,2,320,50,"Casual,Indie,Racing",2,370,0.8648648648648649
20,129,2146,712,"Racing,Early Access",129,2858,0.7508747375787264
33,1,764,30,"Action,Adventure,Indie",1,794,0.9622166246851386
30,2,334,51,Casual,2,385,0.8675324675324675
0,7,162,39,"Indie,Simulation,Strategy",7,201,0.8059701492537313
40,24,1206,55,Adventure,24,1261,0.9563838223632039
25,13,904,52,"Adventure,Indie,RPG",13,956,0.9456066945606695
0,1,165,19,"Action,Strategy",1,184,0.8967391304347826
50,21,105,70,"Action,Indie",21,175,0.6
60,47,1420,124,"Action,Indie,Racing,RPG,Simulation",47,1544,0.9196891191709845
50,35,3266,428,"Adventure,Casual,Indie,RPG,Simulation,Strategy",35,3694,0.8841364374661613
30,4,356,12,"Casual,Indie,RPG,Simulation",4,368,0.967391304347826
55,16,1893,456,"Adventure,Casual,Indie,Simulation",16,2349,0.8058748403575989
80,2,1334,455,Action,2,1789,0.7456679709334824
40,1,877,35,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports",1,912,0.9616228070175439
20,1,20,1,"Casual,Indie,Simulation",1,21,0.9523809523809523
0,13,6541,1185,"Action,Adventure,Casual,Indie,Free To Play",13,7726,0.8466217965311934
0,3,1162,33,Action,3,1195,0.9723849372384937
70,2,20,4,"Action,Adventure,Indie,RPG",2,24,0.8333333333333334
80,9,1642,1225,"Action,RPG",9,2867,0.5727241018486222
40,20,215,58,"Casual,Indie,RPG",20,273,0.7875457875457875
0,1,18,6,"Action,Casual,Indie",1,24,0.75
50,14,1036,132,"Action,RPG",14,1168,0.886986301369863
70,4,1407,166,"Adventure,Casual,Indie,RPG,Simulation",4,1573,0.8944691671964399
90,4,722,586,"Indie,Simulation,Strategy",4,1308,0.5519877675840978
0,13,12342,4219,"Action,Indie,Free To Play",13,16561,0.7452448523639876
0,30,6329,2886,"Action,Indie,Simulation,Strategy",30,9215,0.6868149755832881
50,4,138,12,Adventure,4,150,0.92
0,1,242,192,"Action,Indie,Strategy",1,434,0.5576036866359447
60,5,610,71,"Adventure,Indie,RPG",5,681,0.895741556534508
80,128,7065,1324,"Indie,Strategy",128,8389,0.8421742758374061
50,1,469,50,"Indie,Simulation,Strategy",1,519,0.9036608863198459
0,17,2737,240,"Casual,Indie",17,2977,0.9193819281155525
0,2,24,2,"Casual,Utilities",2,26,0.9230769230769231
0,1,10,8,"Indie,Sports",1,18,0.5555555555555556
40,6,1418,169,"Action,Indie",6,1587,0.8935097668557026
0,1,115,79,"Action,Adventure,Indie,RPG",1,194,0.5927835051546392
0,1,143,80,RPG,1,223,0.6412556053811659
0,48,3253,2669,Sports,48,5922,0.5493076663289429
0,1,128,36,Indie,1,164,0.7804878048780488
80,1,79,29,"Adventure,Casual,Indie",1,108,0.7314814814814815
0,6,4427,600,"Action,Adventure,Indie",6,5027,0.8806445195941913
0,1,124,32,"Action,Casual,Indie",1,156,0.7948717948717948
0,55,337,46,"Casual,Free To Play",55,383,0.8798955613577023
0,6,196,188,"Casual,Free To Play,Massively Multiplayer,Sports,Strategy",6,384,0.5104166666666666
10,1161,3922,9286,"Casual,Indie,Simulation,Early Access",1161,13208,0.2969412477286493
50,1,26,59,"Adventure,Simulation",1,85,0.3058823529411765
25,34,5184,234,"Adventure,Casual,Indie,Simulation,Early Access",34,5418,0.9568106312292359
0,1,1,13,"Casual,Indie,Simulation",1,14,0.07142857142857142
50,8,4187,1266,"Adventure,Indie",8,5453,0.7678342196955804
55,26,331,126,"Action,Adventure",26,457,0.7242888402625821
