Price,Estimated owners,Positive,Negative,Genres,Owners_clean,Total_reviews,Review_score
0,2,124,25,Adventure,2,149,0.8322147651006712
35,1,52,12,"Indie,Simulation,Strategy",1,64,0.8125
50,1,19,0,"Adventure,Casual",1,19,1.0
50,4,745,266,"Simulation,Strategy",4,1011,0.7368941641938674
0,1,113,12,"Action,Casual,Indie,Free To Play,Early Access",1,125,0.904
0,1,30,18,"Casual,Indie,Simulation,Strategy,Free To Play",1,48,0.625
20,194,2536,282,"Indie,Simulation,Strategy,Early Access",194,2818,0.8999290276792051
70,1,78,27,Indie,1,105,0.7428571428571429
90,7,964,228,"Adventure,RPG",7,1192,0.8087248322147651
45,124,2003,600,"Simulation,Strategy,Early Access",124,2603,0.7694967345370726
80,12,22,1,"Adventure,Casual,Indie",12,23,0.9565217391304348
0,1,1631,274,"Adventure,Casual,Free To Play,Indie,Massively Multiplayer,RPG,Simulation,Sports",1,1905,0.8561679790026246
0,1,10,0,"Adventure,Casual,Indie",1,10,1.0
0,1,530,38,"Simulation,Strategy",1,568,0.9330985915492958
0,2,446,152,"Action,Adventure,Free To Play,Indie",2,598,0.745819397993311
0,1,176,173,"Adventure,Casual,Free To Play,Massively Multiplayer,RPG",1,349,0.504297994269341
20,6,203,41,"Action,Adventure,Casual,Indie",6,244,0.8319672131147541
20,167,322,41,"Racing,Simulation,Utilities,Video Production,Game Development",167,363,0.8870523415977961
80,14,70,16,"Simulation,Strategy",14,86,0.813953488372093
80,5,2339,278,"Adventure,Indie",5,2617,0.8937714940771876
50,1,74,6,Adventure,1,80,0.925
75,1,712,87,"Action,Adventure,Indie",1,799,0.8911138923654568
70,67,1502,36,"Indie,RPG,Simulation",67,1538,0.976592977893368
50,1,18,0,Strategy,1,18,1.0
0,3,43,5,"Action,Adventure,Casual,Indie,Early Access",3,48,0.8958333333333334
45,125,3690,666,"Indie,RPG,Simulation",125,4356,0.8471074380165289
70,6,1679,503,"Adventure,Indie,RPG,Strategy",6,2182,0.7694775435380385
33,1,145,17,"Action,Adventure,Indie,RPG,Strategy,Early Access",1,162,0.8950617283950617
90,3,617,180,"Adventure,Indie",3,797,0.7741530740276035
0,4,152,256,Action,4,408,0.37254901960784315
0,1,18,1,Casual,1,19,0.9473684210526315
0,2,14604,592,"Casual,Indie,Simulation,Free To Play",2,15196,0.961042379573572
80,145,13456,2672,"Action,Adventure,Indie",145,16128,0.8343253968253969
80,1,75,46,Simulation,1,121,0.6198347107438017
0,6,139,15,Strategy,6,154,0.9025974025974026
30,99,670,176,Casual,99,846,0.7919621749408984
30,7,101,40,"Action,Casual,Indie,Early Access",7,141,0.7163120567375887
47,4,28,17,"Casual,Indie,Simulation",4,45,0.6222222222222222
45,1,289,36,Action,1,325,0.8892307692307693
0,5,56,22,"Casual,Indie,Simulation,Strategy",5,78,0.717948717948718
0,1,508,97,"Action,Indie,Racing,Sports,Free To Play",1,605,0.8396694214876033
0,1,1,0,Casual,1,1,1.0
85,76,18093,3593,"Action,Adventure,RPG",76,21686,0.8343170709213318
0,1,21,25,"Casual,Simulation",1,46,0.45652173913043476
46,3,115,13,"Casual,Indie,Simulation,Strategy",3,128,0.8984375
0,24,10091,1023,"Action,Adventure,Indie",24,11114,0.9079539319776858
50,555,34893,1765,"Action,Indie",555,36658,0.9518522559877789
0,2,427,20,"Adventure,Casual",2,447,0.9552572706935123
0,36,2168,1119,RPG,36,3287,0.6595679951323395
30,8,24,21,"Action,Adventure,Simulation",8,45,0.5333333333333333
0,1,54,4,"Adventure,Free To Play,RPG",1,58,0.9310344827586207
75,22,1535,504,Strategy,22,2039,0.7528200098087298
75,77,12895,3942,Action,77,16837,0.7658727801864941
50,6,2211,591,"Action,Adventure,Indie,RPG,Simulation,Strategy",6,2802,0.7890792291220556
50,169,955,110,"Indie,Strategy",169,1065,0.8967136150234741
80,24,2614,381,"Action,Adventure,Indie",24,2995,0.8727879799666111
30,8,807,24,"Adventure,Indie,Simulation,Strategy",8,831,0.9711191335740073
30,27,176,24,"Casual,Indie,Sports",27,200,0.88
50,4,315,30,"Casual,Simulation",4,345,0.9130434782608695
50,29,4121,331,"Action,Adventure",29,4452,0.9256513926325247
85,2,146,31,"Action,Adventure",2,177,0.8248587570621468
0,4,46,2,"Casual,Indie,Simulation,Strategy",4,48,0.9583333333333334
85,12,2174,1909,Action,12,4083,0.532451628704384
0,1,123,10,"Indie,Massively Multiplayer,Simulation,Strategy,Free To Play",1,133,0.924812030075188
40,50,2242,171,"Adventure,Casual,Indie",50,2413,0.9291338582677166
75,1,56,56,Strategy,1,112,0.5
0,76,40,9,Indie,76,49,0.8163265306122449
35,2,30,4,"Casual,Indie,RPG,Simulation",2,34,0.8823529411764706
85,1,38,41,"Adventure,Casual",1,79,0.4810126582278481
80,80,1833,603,Simulation,80,2436,0.7524630541871922
60,1,4,3,"Simulation,Sports,Strategy",1,7,0.5714285714285714
50,2,208,98,"Casual,Indie,Simulation",2,306,0.6797385620915033
50,962,76008,2338,RPG,962,78346,0.9701580170015062
40,5,542,35,"Indie,Strategy",5,577,0.9393414211438474
70,4,165,53,"Action,Adventure,Indie,RPG",4,218,0.7568807339449541
0,140,20651,1639,"Indie,Simulation",140,22290,0.9264692687303724
30,1,149,4,"Simulation,Strategy",1,153,0.9738562091503268
0,68,9621,3108,"Indie,Simulation,Strategy",68,12729,0.7558331369314164
70,43,7766,3926,"Action,Adventure,Indie,Massively Multiplayer,RPG,Strategy",43,11692,0.6642148477591515
0,38,3073,923,"Action,Casual,Massively Multiplayer,Simulation,Sports,Free To Play",38,3996,0.769019019019019
80,9,1301,425,"Action,Adventure,Indie,Racing,RPG",9,1726,0.753765932792584
50,25,2805,183,"Action,Indie",25,2988,0.9387550200803213
89,1,341,94,Action,1,435,0.7839080459770115
33,3,175,0,Indie,3,175,1.0
67,1,102,23,Casual,1,125,0.816
0,826,7795,1435,Utilities,826,9230,0.8445287107258939
0,1,288,146,"Action,Adventure,Free To Play,Indie,Massively Multiplayer,RPG",1,434,0.663594470046083
65,5,1162,44,Adventure,5,1206,0.9635157545605307
70,1,10,0,"Adventure,Casual,Indie",1,10,1.0
0,430,4634,1565,"RPG,Simulation,Sports",430,6199,0.747539925794483
75,10,1297,402,"Adventure,RPG,Simulation",10,1699,0.7633902295467923
50,1,74,7,"Action,Adventure,RPG",1,81,0.9135802469135802
0,1,48,3,"RPG,Strategy",1,51,0.9411764705882353
0,4,95,5,Free To Play,4,100,0.95
0,1,492,135,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports",1,627,0.784688995215311
0,35,2190,805,"Simulation,Strategy",35,2995,0.7312186978297162
0,1,57,19,"Action,Adventure,Casual,Free To Play",1,76,0.75
40,1,29,2,"Action,Casual",1,31,0.9354838709677419
40,6,172,161,"Action,Adventure,Indie,RPG",6,333,0.5165165165165165
0,135,1218,695,"Action,Adventure,Massively Multiplayer,RPG",135,1913,0.6366962885520125
0,1,178,50,"Casual,Indie,Racing,Simulation",1,228,0.7807017543859649
0,9,2656,73,"Action,Adventure,Indie,Simulation",9,2729,0.9732502748259436
50,1,27,5,"Action,Indie",1,32,0.84375
67,2,153,73,"Action,Indie,RPG,Simulation,Strategy",2,226,0.6769911504424779
67,123,4225,1034,"Action,Adventure",123,5259,0.803384673892375
50,336,14423,7117,"Action,Indie",336,21540,0.6695914577530176
0,2,173,9,"Adventure,Casual",2,182,0.9505494505494505
0,30,1688,444,"Free To Play,Massively Multiplayer,Strategy",30,2132,0.7917448405253283
80,13,925,1398,Simulation,13,2323,0.3981919931123547
90,28,3426,254,"Action,Indie,Strategy",28,3680,0.9309782608695653
90,14,3144,1014,"Action,Adventure,Indie,RPG,Simulation,Strategy",14,4158,0.7561327561327561
0,2,364,44,Casual,2,408,0.8921568627450981
0,1,41,2,"Action,Indie",1,43,0.9534883720930233
70,55,4809,989,"Indie,Simulation,Strategy",55,5798,0.8294239392894102
45,2,61,6,"Action,Indie",2,67,0.9104477611940298
0,4,59,3,Casual,4,62,0.9516129032258065
40,70,434,167,"Action,Strategy",70,601,0.7221297836938436
0,3,40,7,"Indie,Utilities",3,47,0.851063829787234
0,1,3,2,Casual,1,5,0.6
0,13,162,11,"Casual,Indie,Strategy",13,173,0.9364161849710982
27,2,501,84,"Indie,Strategy",2,585,0.8564102564102564
0,2,2055,113,"Adventure,Indie",2,2168,0.9478782287822878
80,1,9,2,"Adventure,Casual,Indie",1,11,0.8181818181818182
0,36,2154,675,Action,36,2829,0.7613997879109226
0,1,276,171,Indie,1,447,0.6174496644295302
0,2,149,8,"Adventure,Indie",2,157,0.9490445859872612
0,25,5136,795,"Adventure,Indie,Strategy",25,5931,0.8659585230146687
0,1,20,10,"Adventure,Casual",1,30,0.6666666666666666
0,1,7,16,"Adventure,Casual,Indie",1,23,0.30434782608695654
50,1,21,1,Casual,1,22,0.9545454545454546
60,776,18031,2016,RPG,776,20047,0.8994363246371028
60,99,8005,1067,RPG,99,9072,0.8823853615520282
90,1,712,157,"Adventure,Indie",1,869,0.8193325661680092
0,1,103,67,"Free To Play,Racing,Simulation,Sports,Early Access",1,170,0.6058823529411764
0,132,8637,2315,"Action,Free To Play",132,10952,0.7886230825420014
0,1,79,13,Adventure,1,92,0.8586956521739131
0,2,86,17,"Action,Casual,Sports,Strategy",2,103,0.8349514563106796
50,230,16400,6909,"Action,Adventure",230,23309,0.7035908876399674
75,1,404,133,"Adventure,Indie",1,537,0.7523277467411545
0,1,87,6,"Action,Adventure,Indie",1,93,0.9354838709677419
75,21,6472,909,"Action,Adventure,Casual",21,7381,0.876845955832543
40,1,924,199,"Action,Adventure",1,1123,0.8227960819234195
35,4,24,3,"Action,Adventure,Casual,Indie",4,27,0.8888888888888888
60,5,29613,3115,"Action,Adventure,Indie",5,32728,0.9048215595208995
50,1,46,4,"Indie,Racing",1,50,0.92
20,1,313,49,"Simulation,Strategy",1,362,0.8646408839779005
0,5,414,125,"Indie,RPG,Strategy",5,539,0.7680890538033395
0,13,1331,181,"Action,Adventure",13,1512,0.8802910052910053
76,3,753,205,Action,3,958,0.7860125260960334
0,25,74,61,"Free To Play,Simulation,Strategy",25,135,0.5481481481481482
80,2,7,5,"Action,RPG",2,12,0.5833333333333334
60,6,579,181,"Casual,Indie,RPG,Strategy",6,760,0.7618421052631579
55,1,102,1,"Casual,Indie",1,103,0.9902912621359223
0,1,87,12,"Casual,Indie,Simulation,Free To Play",1,99,0.8787878787878788
20,16,1340,339,"Indie,Simulation,Strategy,Early Access",16,1679,0.798094103633115
75,1,263,55,"Action,Adventure,Casual,Indie,Racing,Simulation,Strategy",1,318,0.8270440251572327
20,1,7,1,Casual,1,8,0.875
20,86,727,111,"RPG,Simulation,Sports",86,838,0.8675417661097852
0,2,203,120,"Free To Play,Massively Multiplayer,RPG",2,323,0.628482972136223
0,855,30964,3331,"Action,Casual,Strategy",855,34295,0.9028721387957428
0,2,135,8,"Casual,Indie,Free To Play",2,143,0.9440559440559441
0,431,17812,5806,"Racing,Simulation,Sports,Free To Play",431,23618,0.7541705478872047
0,3,325,60,"Indie,Simulation",3,385,0.8441558441558441
0,1,304,19,"Action,Adventure,Indie,Free To Play",1,323,0.9411764705882353
30,2,695,232,RPG,2,927,0.749730312837109
60,9,2336,433,"Action,Indie,RPG",9,2769,0.8436258577103648
0,1,22,12,"Action,Indie,Early Access",1,34,0.6470588235294118
0,3,62,44,"Casual,Free To Play,Indie,Simulation,Strategy",3,106,0.5849056603773585
50,8,4028,235,Action,8,4263,0.9448745015247478
75,2,395,142,"Action,Indie,Massively Multiplayer",2,537,0.7355679702048417
50,1,25,17,"Action,Indie,Simulation",1,42,0.5952380952380952
60,3,605,145,"Adventure,Indie",3,750,0.8066666666666666
40,1,1196,8,"Adventure,Casual,Indie",1,1204,0.9933554817275747
70,2,6,1,"Casual,RPG,Simulation,Strategy",2,7,0.8571428571428571
0,1,264,143,"Action,Adventure,Indie,Simulation,Early Access",1,407,0.6486486486486487
90,5,900,409,"Action,Indie,Simulation",5,1309,0.6875477463712758
80,10,1380,313,Simulation,10,1693,0.8151210868281158
0,15,2227,45,"Adventure,Indie",15,2272,0.980193661971831
0,2,22,2,Action,2,24,0.9166666666666666
70,1,64,9,"Action,Indie",1,73,0.8767123287671232
50,81,1081,154,"Indie,RPG,Strategy",81,1235,0.8753036437246964
72,1,514,164,"Action,Adventure,Indie,RPG",1,678,0.7581120943952803
41,1,117,5,"Casual,Indie",1,122,0.9590163934426229
50,256,34118,11710,"Adventure,Indie",256,45828,0.744479357597975
40,13,751,46,Action,13,797,0.9422835633626098
20,43,1693,317,"Indie,Simulation,Strategy,Early Access",43,2010,0.8422885572139304
0,9,2188,267,"Action,Adventure,Indie",9,2455,0.8912423625254583
90,320,63534,6562,Action,320,70096,0.9063855284181693
60,18,1709,622,RPG,18,2331,0.7331617331617332
60,2,287,56,"Adventure,Indie,RPG,Strategy",2,343,0.8367346938775511
65,16,793,96,"Indie,RPG,Strategy",16,889,0.8920134983127109
90,5,185,116,"Action,Indie,Massively Multiplayer",5,301,0.6146179401993356
66,65,28522,1629,"Action,Adventure",65,30151,0.9459719412291466
0,1,941,693,"Action,Massively Multiplayer,Simulation,Sports",1,1634,0.5758873929008568
30,2,126,15,"Adventure,Casual,Massively Multiplayer,Simulation,Sports,Early Access",2,141,0.8936170212765957
0,3,22,14,"Adventure,Casual,Simulation",3,36,0.6111111111111112
0,1,72,26,"Action,Adventure,Indie",1,98,0.7346938775510204
0,1,2425,253,"Action,Indie",1,2678,0.9055265123226288
15,1,318,33,"Action,Adventure,Early Access",1,351,0.905982905982906
90,19,7605,943,"Action,Adventure",19,8548,0.8896817969115582
43,1,446,88,"Action,Casual,Indie,Sports",1,534,0.8352059925093633
80,14,3315,71,"Action,Adventure,Indie",14,3386,0.9790313053750739
70,110,3037,782,"Casual,Simulation,Strategy",110,3819,0.7952343545430741
70,5,3460,120,Adventure,5,3580,0.9664804469273743
50,2,20,0,"Adventure,Indie",2,20,1.0
0,2,237,78,"Action,Adventure,Indie",2,315,0.7523809523809524
0,1,18,5,Indie,1,23,0.782608695652174
40,8,378,106,"Indie,Simulation",8,484,0.78099173553719
0,1,1879,202,"Violent,Gore,Adventure,Casual,Indie",1,2081,0.9029312830370014
0,1,166,23,"Adventure,Casual",1,189,0.8783068783068783
0,2,28,36,Utilities,2,64,0.4375
90,9,975,89,"Action,Strategy",9,1064,0.9163533834586466
40,28,520,47,"Action,Indie,Simulation,Strategy",28,567,0.9171075837742504
82,17,1252,179,"Action,Adventure,Indie",17,1431,0.8749126484975541
80,96,10111,2212,"Action,RPG,Simulation",96,12323,0.8204982552949769
0,2,114,92,"Action,Indie,Free To Play",2,206,0.5533980582524272
0,11,282,30,"Indie,Strategy",11,312,0.9038461538461539
40,1,503,54,Indie,1,557,0.9030520646319569
0,1,106,30,"Adventure,Casual,Indie,RPG,Simulation,Strategy",1,136,0.7794117647058824
90,20,24071,2080,"Action,Adventure",20,26151,0.9204619326220794
40,25,7021,535,"Action,Adventure,Casual,Indie",25,7556,0.9291953414505029
25,34,1902,150,"Action,Strategy",34,2052,0.9269005847953217
94,5,33,3,"Indie,RPG",5,36,0.9166666666666666
40,574,1593,543,"Casual,Racing,Simulation,Sports",574,2136,0.7457865168539326
0,5,2072,97,"Adventure,Indie",5,2169,0.9552789303826649
50,2,77,77,"Indie,RPG,Strategy",2,154,0.5
51,1,23,2,"Adventure,Indie,RPG",1,25,0.92
0,18,266,14,"Adventure,Indie,Simulation",18,280,0.95
30,318,701,1047,"Action,Adventure,RPG",318,1748,0.4010297482837529
0,9,2920,324,"Adventure,Casual,Indie,Strategy",9,3244,0.9001233045622689
0,10,3333,375,"Action,Indie,Early Access",10,3708,0.8988673139158576
0,4,2160,137,"Casual,Indie,Simulation",4,2297,0.9403569873748368
0,12,950,68,"Indie,RPG,Strategy",12,1018,0.9332023575638507
0,15,79,19,Strategy,15,98,0.8061224489795918
45,2,454,51,"Indie,RPG",2,505,0.899009900990099
0,1,90,0,"Adventure,Indie",1,90,1.0
30,1,31,1,"Adventure,Indie,Simulation,Strategy",1,32,0.96875
60,636,10793,1963,"Action,Simulation",636,12756,0.8461116337409846
60,1,1371,119,"Adventure,Indie",1,1490,0.9201342281879195
80,2,26,5,"Action,RPG,Strategy",2,31,0.8387096774193549
50,28,3962,140,"Adventure,Casual,Indie",28,4102,0.9658703071672355
67,2,14,0,Action,2,14,1.0
75,1413,32817,3821,"Simulation,Strategy",1413,36638,0.8957093727823571
0,1,546,103,"Adventure,Indie",1,649,0.8412942989214176
40,3,281,67,"Action,Adventure,Indie,RPG,Early Access",3,348,0.8074712643678161
60,1,41,3,"RPG,Simulation",1,44,0.9318181818181818
0,1,132,74,"Action,Adventure",1,206,0.6407766990291263
50,1,243,117,"Casual,Indie,Strategy",1,360,0.675
0,2,10,17,"Animation & Modeling,Design & Illustration,Utilities,Early Access",2,27,0.37037037037037035
0,7,104,25,"RPG,Strategy",7,129,0.8062015503875969
70,1,307,149,"Action,Adventure",1,456,0.6732456140350878
0,1,167,219,"Massively Multiplayer,Free To Play",1,386,0.4326424870466321
80,17,430,54,"Indie,Strategy",17,484,0.8884297520661157
75,1,197,15,"Casual,Indie,Strategy",1,212,0.9292452830188679
50,7,458,34,"Casual,Indie,Massively Multiplayer",7,492,0.9308943089430894
90,6,7138,690,"Action,Adventure,Indie",6,7828,0.9118548799182422
75,1,83,59,"Adventure,Indie,RPG",1,142,0.5845070422535211
0,1,77,28,"Indie,RPG,Strategy",1,105,0.7333333333333333
0,159,12962,1334,Action,159,14296,0.9066871852266368
75,3,2106,326,"Adventure,Casual,Indie",3,2432,0.865953947368421
0,52,3448,661,"Action,Casual",52,4109,0.8391336091506449
80,1343,28630,1211,"Racing,Simulation",1343,29841,0.9594182500586441
0,1,1,2,Casual,1,3,0.3333333333333333
0,2,2034,637,"Casual,Free To Play,Indie",2,2671,0.7615125421190565
0,75,1595,96,"Casual,Free To Play,Indie,Strategy",75,1691,0.9432288586635127
20,2,87,5,"Adventure,Casual,Indie",2,92,0.9456521739130435
20,52,2783,94,"Action,Indie",52,2877,0.967327076816128
0,9,830,107,Action,9,937,0.8858057630736392
90,1,240,100,"Adventure,Casual,Indie",1,340,0.7058823529411765
0,2,115,46,"Action,Free To Play,Indie,Massively Multiplayer,Strategy",2,161,0.7142857142857143
20,7,37,3,"Action,Casual,Indie,Early Access",7,40,0.925
44,41,671,555,"Casual,Indie,RPG,Simulation,Strategy",41,1226,0.5473083197389886
80,1,16,0,"Adventure,Casual,Indie",1,16,1.0
50,40,1307,115,"Casual,Indie,Simulation",40,1422,0.9191279887482419
0,429,4005,227,"Free To Play,Animation & Modeling,Design & Illustration",429,4232,0.9463610586011342
0,13,7086,1453,Action,13,8539,0.8298395596674084
40,4,125,29,"Casual,Indie,Simulation,Strategy",4,154,0.8116883116883117
50,34,278,43,RPG,34,321,0.8660436137071651
0,1,2106,248,RPG,1,2354,0.8946474086661003
0,59,233,18,"Animation & Modeling,Design & Illustration,Video Production,Game Development",59,251,0.9282868525896414
